login_Attempts,failed_Validations,avg_flow,current_flow,packets_flow,botnet
8,12,550,489,13,1
7,7,500,534,4,0
1,1,500,1334,19,0
3,9,550,451,5,1
2,12,530,1152,6,1
7,5,500,1161,14,0
10,9,550,308,2,1
8,4,550,284,2,1
6,2,550,597,7,1
5,2,550,1529,14,0
2,0,530,258,6,0
0,7,500,1017,5,0
6,6,530,1290,16,1
10,10,550,1432,14,1
8,5,500,1306,12,0
8,10,530,1385,17,1
7,10,530,1520,11,1
7,5,530,474,14,0
9,10,550,257,8,0
10,8,500,915,17,1
10,1,500,993,19,1
0,3,530,237,6,1
0,2,530,575,8,0
7,12,550,1312,19,1
3,8,500,667,19,1
4,3,530,850,16,1
2,0,500,382,18,0
5,3,500,1243,2,1
6,2,500,1388,6,0
5,2,550,992,4,1
6,2,550,1498,2,1
8,11,550,1297,15,1
5,5,530,1334,18,0
0,7,550,537,12,0
8,10,530,409,1,0
0,0,500,683,17,1
6,1,500,606,20,0
3,6,500,757,17,1
6,10,500,277,2,0
1,5,550,1177,8,0
1,0,550,1073,11,0
7,1,530,285,6,1
6,1,500,240,4,0
8,7,530,669,7,0
5,7,550,1445,13,1
1,10,500,907,18,0
4,5,500,963,16,0
8,8,550,1069,7,1
1,11,550,809,17,0
0,1,530,254,2,0
8,8,500,397,15,1
1,6,530,816,8,0
1,2,550,707,12,0
5,7,550,1068,15,1
8,8,500,1369,16,1
0,3,530,1045,11,1
4,4,550,1036,19,1
10,2,550,361,5,1
7,10,550,1512,20,1
6,0,530,301,7,1
6,12,530,354,5,0
1,6,530,1384,5,1
7,5,500,201,9,1
1,12,500,1331,20,1
4,7,550,424,3,1
2,12,530,861,1,0
6,11,530,1154,12,1
10,3,550,1535,9,0
4,10,500,1095,2,1
0,7,500,585,14,1
10,0,500,1038,16,1
0,10,530,377,3,1
4,8,530,625,10,1
9,4,500,866,20,0
4,0,530,577,16,0
6,0,530,1330,1,0
4,5,550,919,14,0
10,5,550,1272,12,0
4,2,550,1309,17,0
5,5,550,520,11,1
2,5,530,1063,14,0
2,11,550,760,13,0
1,8,500,760,8,1
1,7,500,1478,1,0
5,4,500,661,14,0
5,9,550,595,1,0
3,4,530,707,13,0
1,2,550,869,15,1
5,11,550,919,6,1
8,8,530,1417,17,1
1,7,530,301,14,0
3,0,550,1229,14,1
8,2,500,1325,8,0
3,6,530,1155,19,1
7,0,500,277,6,0
3,5,500,1315,1,1
2,10,550,348,14,0
3,9,550,645,2,1
9,5,500,882,15,0
4,4,500,899,12,1
4,6,500,1372,8,1
1,9,550,418,8,1
7,0,530,273,19,0
1,10,550,272,11,1
8,6,500,820,1,1
3,3,500,1097,15,1
5,2,550,799,3,1
4,8,530,1291,20,1
6,1,500,267,4,1
8,10,500,1385,14,1
7,7,550,672,11,0
9,5,550,345,6,1
7,10,550,1172,14,1
8,8,530,1399,12,1
6,2,500,1489,10,0
5,12,530,1166,13,1
4,4,500,1039,7,1
2,6,550,993,1,0
2,1,530,791,15,1
8,2,530,1048,17,0
2,10,500,346,1,1
6,10,500,1074,8,1
9,11,530,242,18,0
3,0,500,1226,15,1
1,12,530,508,17,0
5,8,500,566,9,0
8,6,500,919,17,1
8,6,500,208,12,1
9,11,550,276,6,0
4,1,550,1463,12,1
4,5,500,771,6,1
1,3,500,1335,6,0
0,8,550,1419,5,1
10,3,500,667,9,1
2,4,550,588,13,0
3,2,530,1472,7,0
6,10,530,1031,1,1
1,3,550,1459,6,1
8,8,500,902,15,1
5,1,530,1395,6,0
3,4,530,784,14,1
5,3,550,1434,12,1
8,1,500,1275,13,0
0,4,530,1096,15,0
5,3,550,606,3,1
8,5,500,642,20,1
9,3,500,697,9,1
1,1,550,808,14,1
2,10,500,236,11,1
8,7,530,574,3,0
6,9,550,1536,17,1
5,5,530,805,12,1
4,4,530,473,9,1
8,3,550,1316,1,0
0,7,500,343,18,1
2,8,530,1066,2,0
9,8,550,1013,5,1
3,11,550,483,14,0
9,0,500,917,2,1
10,8,550,1475,9,1
5,6,550,489,9,0
0,3,550,1024,19,1
6,7,550,1250,13,1
6,7,530,982,17,1
5,1,530,1005,17,1
7,11,530,844,12,1
6,11,530,1470,4,1
9,3,530,1270,7,0
4,2,550,615,2,1
7,1,550,1108,9,1
1,8,530,797,14,0
8,3,550,1224,18,1
0,9,500,1499,10,0
7,1,500,1122,8,1
0,3,550,1417,5,1
6,10,530,1086,19,1
7,10,550,262,20,0
7,7,500,1327,19,1
5,11,550,418,10,1
9,3,500,663,1,1
9,4,500,730,17,0
4,4,500,1327,13,0
6,0,500,748,6,0
10,8,530,1034,12,1
2,5,550,392,16,0
9,1,500,1232,11,0
5,9,530,1326,20,1
9,5,500,775,5,1
0,4,530,1375,7,0
4,0,530,1215,6,1
10,9,550,928,2,1
2,11,530,1064,2,1
10,9,500,874,5,1
5,6,550,857,3,0
4,7,530,745,18,0
3,9,500,791,6,1
8,10,500,752,6,1
4,2,530,1380,15,0
4,1,530,757,14,0
6,5,500,635,8,1
0,9,500,1445,20,0
6,1,530,615,15,0
1,12,500,588,11,1
10,4,500,1063,4,1
5,1,500,403,17,0
8,1,550,678,14,1
1,9,530,1461,17,1
1,9,500,1098,19,1
2,5,530,722,19,0
2,3,530,1401,3,1
2,7,500,265,13,0
1,2,530,1085,16,1
8,0,530,741,18,0
8,2,550,418,10,1
3,3,530,1258,9,0
7,4,500,1156,11,0
7,8,550,1388,12,1
1,9,550,1323,12,0
1,1,550,1257,13,0
1,2,550,1379,1,1
2,3,500,254,3,0
10,12,550,1531,6,1
9,3,500,565,9,0
1,10,500,210,18,0
9,10,550,597,20,0
10,2,500,1154,5,1
1,3,530,759,13,1
3,1,550,727,18,1
6,11,530,699,17,1
2,0,530,991,14,1
3,11,530,1183,4,1
8,4,500,449,8,1
10,9,500,1292,6,1
4,2,550,257,9,0
8,8,550,1256,19,1
4,2,550,460,17,1
10,9,550,1360,3,1
2,1,500,818,20,0
5,1,500,1046,7,1
6,3,500,212,15,1
6,3,500,451,3,0
1,3,500,790,1,1
2,11,550,972,13,0
5,12,530,741,12,1
10,5,550,1443,20,0
7,8,530,1036,9,1
8,11,500,520,15,0
0,1,500,551,1,1
9,9,530,905,1,1
6,7,500,233,17,1
0,11,530,354,15,0
1,1,500,252,6,0
0,4,550,1491,2,0
3,1,550,1026,7,0
10,11,550,1480,14,1
7,8,500,1259,8,1
2,1,550,1173,8,1
6,8,500,1365,14,1
2,2,530,237,5,1
3,3,530,1372,6,0
2,10,550,661,10,1
10,9,500,1162,5,1
8,11,500,863,12,1
8,12,500,348,15,0
4,11,550,270,11,1
5,8,500,1299,14,1
5,1,550,508,10,1
5,3,500,457,10,1
5,6,500,229,14,0
0,1,500,1395,19,1
6,8,500,1495,20,1
10,11,550,875,19,1
4,10,550,1174,18,1
0,3,550,1032,14,1
9,7,530,315,14,0
4,2,550,691,15,1
6,6,530,723,10,1
9,3,500,466,16,1
2,8,500,445,8,0
2,9,530,1308,9,1
3,4,500,1187,6,1
4,10,500,889,15,1
4,0,530,1079,14,0
5,10,500,611,16,1
3,1,530,666,13,0
0,4,530,1165,3,0
1,9,530,572,6,1
6,9,500,1423,19,1
5,12,550,872,10,0
0,6,500,500,3,0
2,4,550,1540,18,1
5,2,530,362,9,0
2,11,550,966,6,0
4,10,530,275,6,1
10,8,500,959,7,1
6,4,500,416,8,0
2,7,500,474,12,0
3,6,550,1350,14,1
6,12,530,373,12,1
6,6,550,1318,3,1
2,6,530,471,14,0
3,5,500,487,7,1
1,3,530,1112,2,1
10,1,550,1410,17,0
5,0,530,1385,14,0
1,7,530,1496,14,0
9,0,550,1422,8,1
7,9,550,1377,9,1
1,2,500,507,15,0
4,10,500,1033,17,1
4,8,500,1257,19,0
2,0,530,947,14,1
0,12,500,1368,18,0
1,10,530,1408,16,0
7,11,530,757,12,1
10,3,550,890,3,0
8,4,500,876,1,0
3,2,550,705,15,1
6,7,530,1500,10,1
1,3,550,1508,3,0
5,0,530,1370,17,1
1,5,530,527,5,0
9,11,500,245,3,0
3,1,530,1184,17,0
5,2,530,794,1,0
3,8,530,900,2,0
9,12,500,1221,20,1
6,9,550,1104,20,1
7,8,550,1393,8,1
1,8,530,1396,5,1
6,8,550,1229,10,1
9,3,530,307,9,1
7,10,550,578,11,1
4,2,550,334,10,0
10,3,530,1026,8,0
3,10,500,1452,20,1
1,0,500,1469,15,0
3,5,500,930,19,0
6,2,500,1029,3,1
8,7,550,1352,18,1
9,6,550,642,5,0
3,3,530,967,13,1
3,6,500,743,9,0
0,4,550,582,10,0
10,9,550,1493,9,1
9,3,500,1176,7,1
0,3,550,366,11,1
3,2,530,537,10,1
3,12,530,1410,18,1
10,9,500,531,19,0
5,4,500,696,11,0
3,5,530,1285,14,1
9,8,550,528,11,0
1,5,550,1260,20,0
2,6,550,534,5,0
0,9,550,777,16,1
1,0,530,675,8,0
7,0,500,883,10,0
7,12,530,965,19,1
5,9,530,253,4,0
9,11,500,633,16,0
3,5,530,598,7,0
6,8,500,443,14,1
8,4,530,868,20,0
4,8,500,420,6,1
9,2,500,691,15,1
9,6,500,1471,19,1
6,11,550,1175,3,1
9,8,500,1145,20,1
5,2,530,1343,7,0
4,2,530,1305,14,0
3,10,500,1020,13,0
0,4,550,1514,15,0
4,7,500,306,2,1
3,10,500,1420,19,0
2,4,550,639,10,0
8,2,530,1469,7,0
1,6,500,902,4,1
9,6,530,1202,10,1
6,1,500,611,16,1
7,9,550,1521,11,1
5,0,530,610,12,1
9,0,500,231,8,1
7,10,530,303,15,0
9,3,500,313,10,0
1,12,500,761,17,1
4,8,550,1077,12,1
10,9,500,579,6,1
3,0,550,454,9,1
8,0,530,1267,17,1
7,8,500,1161,2,1
9,8,530,313,6,0
8,8,550,951,12,1
9,8,500,983,5,1
7,9,500,1182,7,1
2,3,550,740,12,0
6,5,530,1508,15,0
3,1,550,858,2,0
2,0,530,391,16,0
0,8,550,1243,5,0
9,9,500,795,10,1
3,1,500,1158,10,0
10,1,550,430,18,0
3,12,530,1369,13,0
10,11,550,1183,19,1
3,0,500,732,15,0
6,0,500,999,4,1
0,6,500,904,16,1
5,1,500,478,11,1
2,7,550,914,16,1
1,11,550,757,17,1
9,1,550,1153,15,0
4,3,500,609,12,0
8,0,500,1452,12,1
8,12,500,856,4,1
2,6,550,1468,1,1
10,9,530,1122,4,1
0,0,530,700,14,1
3,5,550,534,4,1
5,10,550,551,12,0
7,6,530,946,8,1
8,4,550,349,16,0
10,3,550,432,13,0
9,7,550,487,7,1
6,9,530,1251,10,1
1,9,550,1088,7,1
1,12,500,1199,8,1
0,5,550,882,16,0
2,3,550,1407,8,0
9,3,550,262,8,1
10,5,530,605,1,0
0,7,550,1533,2,1
9,3,550,819,8,0
6,11,550,1146,1,1
0,1,500,1147,9,0
3,6,530,736,9,0
0,3,500,1329,2,1
7,2,500,1022,9,0
2,3,550,1536,11,0
9,4,500,1498,12,1
4,7,530,433,11,0
9,1,550,1236,5,1
6,1,530,1186,6,0
8,3,530,1219,13,1
0,7,550,560,18,0
2,8,500,1215,7,0
10,4,530,1295,13,0
9,5,550,730,20,0
8,7,550,1478,14,1
7,4,530,656,16,0
4,1,550,317,5,0
1,11,550,574,5,0
0,3,550,441,12,1
7,0,500,760,17,1
8,3,550,644,17,1
5,8,500,1307,9,1
6,7,550,525,8,0
6,5,550,1218,7,0
6,4,550,1398,15,1
5,6,530,1484,18,1
8,11,530,1081,7,1
2,4,500,598,3,0
8,9,530,1497,5,1
2,12,550,1480,18,1
0,10,500,1330,13,0
5,7,550,1099,16,1
10,5,550,757,2,1
10,5,550,875,1,0
0,11,550,404,6,1
2,6,530,1114,7,1
10,2,530,784,4,1
2,8,530,602,15,1
2,6,530,367,20,1
6,10,500,1195,6,1
5,9,530,682,3,1
8,2,550,459,6,1
5,1,500,826,7,1
2,6,530,983,8,0
7,5,530,1462,7,1
1,7,530,738,19,0
4,9,500,1013,13,0
5,2,500,433,3,1
2,4,500,594,10,1
9,4,530,1441,18,1
7,1,550,840,2,1
0,2,500,1009,1,1
5,3,550,512,18,0
7,7,550,1155,14,1
10,3,530,816,6,1
0,2,550,1105,18,1
10,4,550,305,2,1
8,9,530,493,1,0
10,10,530,1409,10,1
0,1,550,894,10,1
1,9,500,1354,5,0
0,7,500,1383,6,0
4,6,550,360,7,1
7,8,550,443,7,1
5,1,530,1030,7,1
3,12,530,362,20,1
5,1,530,846,13,0
9,6,550,1402,8,1
3,4,530,856,5,0
2,0,500,1342,20,0
4,6,500,845,17,0
3,7,500,1126,5,0
9,10,500,1228,8,1
0,6,550,742,9,1
2,3,500,742,7,1
2,2,550,322,10,0
1,9,550,762,6,0
8,5,530,1437,3,0
7,11,500,920,9,1
8,2,500,637,11,1
5,12,500,1167,4,0
3,8,500,715,6,0
6,0,550,481,3,1
6,4,500,1447,1,1
5,3,550,688,12,1
0,4,550,835,3,0
3,12,500,520,10,0
1,0,530,1146,20,0
5,7,530,300,9,1
6,2,530,1396,3,0
5,11,550,509,10,1
5,2,500,401,10,0
7,9,550,522,18,0
7,4,550,1065,15,0
5,11,530,1337,9,0
4,4,530,365,10,1
4,4,550,323,5,1
1,8,550,527,8,1
7,3,530,248,18,1
6,0,550,1388,1,0
6,1,550,1292,13,1
4,6,550,410,18,1
10,11,500,368,12,0
6,10,500,346,10,1
3,1,550,1411,9,0
9,10,500,603,20,0
7,11,550,475,1,0
7,10,500,972,3,1
4,3,500,1143,16,1
9,3,550,1114,16,0
1,9,500,598,6,1
7,0,500,739,4,1
7,0,530,792,11,0
9,11,500,910,12,1
7,0,500,582,14,0
0,2,550,826,18,1
2,2,530,632,11,0
3,11,550,1192,12,0
1,0,550,283,16,1
1,12,500,1280,13,1
7,12,550,543,1,0
0,6,530,867,11,1
6,1,500,1371,10,0
3,11,530,931,6,0
9,3,550,1030,17,1
8,9,500,566,12,0
7,1,530,1289,15,0
1,10,530,838,15,1
2,12,550,1396,3,0
5,9,530,1254,19,0
3,6,500,1061,18,1
5,3,500,496,15,0
7,1,550,783,18,0
3,3,550,1175,2,0
8,12,500,841,19,1
7,3,530,1031,2,0
6,3,530,569,14,1
10,10,530,433,16,1
1,5,550,1188,6,0
2,9,550,1182,7,1
6,4,530,314,4,1
2,10,500,811,13,1
6,4,550,791,9,0
8,12,530,448,16,0
3,4,500,444,8,1
3,3,500,1406,5,1
5,9,500,1492,5,1
7,3,550,654,19,0
3,9,530,624,5,1
10,10,530,1336,2,1
5,12,550,1082,3,1
3,9,530,1194,17,1
8,10,500,1223,8,1
2,12,500,530,13,0
7,2,530,408,5,0
3,5,550,492,5,0
7,2,500,1394,8,0
9,1,530,1335,7,1
6,7,500,703,19,1
2,5,530,238,8,1
0,0,530,1019,20,0
2,7,530,827,10,1
7,5,500,1211,7,1
5,9,500,383,3,0
3,5,550,1346,1,1
4,5,550,1345,10,0
3,3,550,472,7,1
8,9,530,999,4,1
7,12,530,854,13,1
4,7,530,695,13,1
7,9,500,1384,20,1
1,2,550,338,13,1
3,1,550,700,14,1
10,12,530,1296,17,1
9,7,500,1254,2,1
5,8,500,723,3,0
7,4,500,362,16,0
5,0,530,1285,14,0
2,5,530,993,9,1
8,12,530,449,19,1
10,9,500,273,18,1
10,1,550,993,14,0
6,9,550,664,10,1
10,2,500,568,12,1
9,11,500,1156,9,1
4,3,500,1254,3,1
9,1,500,543,11,0
6,6,530,334,19,1
2,1,550,753,3,0
10,7,550,1279,14,1
0,9,500,1077,10,1
7,6,530,1193,1,1
8,0,550,880,5,1
0,4,530,514,8,0
1,7,500,996,4,1
4,4,550,773,20,1
0,1,550,320,17,1
5,5,530,1104,18,0
9,4,530,892,15,1
6,3,500,220,1,1
2,10,550,1067,2,0
0,5,500,1341,5,0
2,5,500,596,11,0
3,2,530,1350,8,0
4,9,530,444,6,0
10,5,500,815,13,1
3,0,500,1418,4,0
3,0,530,608,10,0
6,0,530,953,12,1
9,5,530,1188,12,0
5,12,550,805,20,1
2,1,550,1347,17,1
8,3,550,428,16,1
4,0,550,1070,18,1
0,10,550,1365,17,1
5,5,550,1472,11,0
0,6,530,1147,19,0
7,3,500,230,14,0
8,0,500,675,12,1
4,0,500,854,2,0
3,7,530,595,15,0
1,0,530,1380,10,0
1,7,530,248,17,1
9,1,550,661,6,0
10,1,530,806,3,1
9,4,500,917,15,0
8,11,550,638,10,1
7,5,500,275,9,1
9,8,530,712,19,1
10,5,530,1474,15,1
4,4,530,291,12,0
2,7,550,1069,17,0
6,11,530,1248,5,1
5,11,530,1197,6,0
8,8,530,1268,12,1
8,2,500,1257,13,1
10,12,530,1483,12,1
0,10,550,1363,15,1
9,6,530,922,8,1
4,1,530,1255,3,1
6,0,500,1072,14,0
4,12,530,731,1,1
3,2,500,997,2,0
6,5,550,737,15,1
3,1,500,512,15,0
2,9,530,1088,14,0
3,0,530,248,10,1
9,8,550,1003,3,1
3,3,530,479,16,1
8,9,500,342,3,1
4,8,500,474,7,1
3,4,530,1284,10,1
6,3,530,880,12,0
9,1,550,816,10,0
5,6,500,1360,7,1
4,3,530,1286,4,0
3,8,530,621,8,0
0,8,530,1163,10,1
4,9,500,710,8,1
5,5,530,1336,12,1
6,10,500,1015,13,1
3,7,500,673,18,1
5,10,550,277,8,1
0,7,500,1464,18,1
1,1,530,1448,8,1
9,2,530,577,15,0
10,2,530,834,6,0
3,12,550,1205,3,1
7,1,500,1140,8,1
2,12,530,1179,15,0
9,0,550,863,3,1
0,0,530,578,3,0
0,9,500,1424,14,1
7,6,550,1088,10,1
2,1,550,808,17,0
3,1,550,1419,12,0
9,7,530,391,2,0
0,5,530,1212,13,1
10,12,550,1414,1,1
5,6,530,896,15,1
1,9,500,1223,16,1
2,3,500,216,6,0
1,10,530,477,6,1
3,8,530,925,8,1
9,0,500,1329,13,1
6,10,500,314,5,1
6,12,500,243,14,0
5,8,500,1377,13,1
5,5,500,1443,6,1
10,10,500,647,15,1
5,0,500,983,20,1
0,2,550,542,17,0
6,12,500,955,6,1
0,6,530,1236,7,1
5,10,550,1287,13,0
10,8,500,240,16,1
5,1,530,1248,20,0
5,1,550,1033,8,0
1,9,500,355,19,0
7,2,530,625,18,0
5,4,530,1039,2,1
10,9,530,1421,17,1
0,12,530,817,17,0
2,0,530,1514,7,0
0,5,550,640,20,0
6,10,550,331,6,1
6,5,530,1181,20,0
2,2,530,414,4,1
2,2,550,1060,10,1
1,7,500,287,3,0
9,1,500,996,6,1
8,9,500,1301,13,1
7,12,550,954,2,1
1,2,550,633,14,0
7,0,550,881,16,0
9,8,500,797,17,1
5,3,530,1474,11,0
4,12,500,823,4,0
9,7,550,1147,9,1
6,8,500,857,16,1
8,9,500,1170,4,1
9,2,530,1320,9,1
7,5,550,550,7,1
9,0,500,1204,13,1
8,9,530,1450,2,1
10,8,530,1421,9,1
8,7,530,424,13,1
0,3,530,1203,2,0
10,4,500,982,20,0
1,7,550,345,18,0
4,12,530,231,20,0
7,12,530,735,8,1
6,12,530,743,9,1
1,0,530,756,9,1
1,5,500,263,2,0
9,9,530,992,12,1
0,10,500,643,16,1
4,1,530,580,7,0
0,11,500,592,10,1
7,6,500,1105,12,1
3,3,550,1082,12,0
0,6,530,408,1,1
9,3,500,296,1,0
4,1,500,444,5,1
2,4,550,1339,4,1
1,4,530,465,2,0
8,9,530,1204,13,1
7,4,500,1117,14,1
10,7,530,931,9,1
2,1,530,1451,8,1
4,1,530,372,10,1
6,11,550,740,13,1
1,6,530,901,8,1
7,7,550,1086,3,1
4,7,500,1113,2,0
3,8,530,403,11,1
8,6,530,1021,1,1
4,8,530,747,2,1
7,2,530,819,3,1
2,5,550,320,14,0
8,4,550,642,4,0
5,1,500,1110,3,0
6,8,550,573,2,1
1,1,530,512,7,0
5,1,550,340,13,0
6,8,550,347,8,1
9,11,550,329,19,1
9,12,500,622,4,0
3,2,550,581,13,0
8,11,550,291,7,0
0,1,550,1384,7,0
8,5,530,949,2,1
8,9,550,1453,5,1
6,0,550,1319,3,0
4,0,530,966,15,1
10,6,500,359,13,1
7,9,500,1052,14,1
5,4,530,593,11,1
0,1,550,433,20,1
9,2,550,1044,19,1
6,11,550,1093,8,1
2,1,530,921,15,0
3,1,530,1207,2,0
1,8,500,951,11,0
5,11,550,567,12,1
6,0,500,1115,6,1
3,12,550,1110,6,1
7,8,530,932,1,1
4,2,530,679,3,0
7,12,550,1076,18,1
4,11,500,488,20,1
4,11,530,1486,17,0
3,5,530,1068,7,0
9,7,550,897,9,1
2,5,500,1062,16,1
3,3,500,646,16,0
9,12,500,1362,13,1
5,10,530,1313,2,0
2,1,500,1301,16,0
9,0,500,1399,9,1
7,12,500,1025,16,1
6,10,550,1252,7,1
0,5,500,523,14,0
9,10,530,1151,9,1
4,7,500,1422,7,1
0,1,530,787,13,0
2,9,530,1072,17,1
2,6,530,498,5,0
9,7,500,310,8,1
8,0,500,437,14,1
10,5,530,918,5,0
3,10,500,675,1,0
5,6,550,891,15,0
8,7,530,501,14,1
8,0,550,953,8,0
3,1,550,1227,17,1
5,3,500,1013,5,1
8,7,500,772,14,1
2,2,500,1205,10,0
3,10,550,712,2,1
6,12,550,670,13,1
6,9,530,657,13,1
10,1,530,1483,1,0
9,1,530,417,1,0
9,6,550,1398,1,1
6,4,500,425,17,0
9,5,550,545,5,1
0,3,530,975,3,1
10,10,530,1270,8,1
3,2,500,489,3,1
9,7,530,1399,18,1
6,0,500,1182,5,1
4,10,500,977,12,1
8,1,550,1385,15,1
1,11,530,679,2,1
8,5,550,1541,9,0
4,10,530,685,16,0
2,8,550,435,4,0
1,3,500,619,16,0
7,1,550,615,3,0
6,3,530,956,9,1
0,0,530,702,19,0
2,11,550,328,17,0
6,2,550,1145,5,1
4,2,500,1038,5,1
9,8,500,706,9,1
0,3,500,367,3,1
3,10,550,676,5,0
7,9,550,1520,8,1
4,9,530,1381,13,1
0,5,530,1305,1,1
10,7,530,1185,19,1
5,11,550,1281,5,1
0,5,500,411,14,0
0,10,500,1175,4,1
0,2,550,1385,18,0
10,1,500,415,8,1
8,2,530,294,13,1
3,0,550,1250,5,1
0,4,500,252,16,0
5,10,530,372,18,1
5,4,550,542,12,1
5,9,550,521,7,1
8,6,530,1112,8,1
10,8,500,1305,13,1
10,4,550,1470,18,1
6,7,530,601,17,1
2,10,500,326,8,1
8,2,500,496,10,1
10,0,500,1313,8,1
0,9,550,1364,5,1
2,10,530,1159,4,1
2,9,530,955,15,0
10,9,550,465,16,1
1,6,500,1358,19,1
7,0,500,1300,3,0
5,2,550,349,3,0
4,1,530,239,8,1
5,9,550,444,18,0
9,0,530,987,13,1
2,1,500,1334,10,0
5,8,530,1020,14,1
7,9,530,1415,14,1
5,4,500,388,19,0
9,12,530,508,14,0
2,11,500,945,3,0
2,9,530,927,16,0
8,11,500,1026,14,1
9,1,500,1320,10,0
8,5,550,322,3,0
5,3,500,734,5,0
7,8,500,232,7,0
4,4,530,574,17,0
6,5,530,1047,19,0
7,12,550,747,11,1
8,6,500,879,12,1
1,4,530,1177,20,0
3,2,530,1283,8,1
7,2,530,831,10,0
5,12,500,779,13,0
0,4,500,249,7,1
2,10,500,1097,14,0
1,3,530,619,5,0
9,10,550,519,11,1
3,7,530,395,17,0
5,9,500,850,6,0
10,2,500,630,15,0
3,7,550,338,17,0
3,5,500,477,17,0
0,7,530,1087,13,0
5,5,550,1407,4,1
9,4,550,674,11,1
2,10,500,854,9,1
2,8,550,1331,9,1
9,8,550,1544,19,1
1,9,550,1292,17,0
7,4,530,984,17,1
1,2,500,1266,10,0
7,4,550,1477,4,1
5,2,500,947,15,0
8,4,550,1458,20,1
7,5,500,1361,7,0
2,7,550,669,13,1
10,6,500,289,4,1
2,10,550,1477,1,1
0,12,500,799,15,0
5,6,550,1413,18,0
2,12,500,1022,18,1
5,8,550,1191,15,0
2,2,500,708,17,0
10,0,550,1436,14,1
8,2,550,795,17,0
5,7,550,1166,9,1
4,1,530,1492,9,1
3,9,550,1313,13,0
3,11,530,993,9,1
6,3,530,818,19,0
9,8,530,456,12,1
7,11,530,1505,10,1
1,7,500,910,8,1
10,9,500,503,19,0
10,6,550,428,17,0
8,11,530,626,12,0
0,3,550,1524,15,0
7,9,500,1176,4,1
3,2,550,250,9,1
1,1,550,584,17,1
8,11,550,1199,15,1
6,6,530,1139,19,1
9,0,500,1290,17,1
4,10,550,818,18,0
7,10,530,431,1,1
8,4,500,759,18,0
7,6,550,589,19,0
9,9,500,315,14,1
3,6,550,1495,17,0
7,7,530,1220,18,1
4,11,550,882,1,0
5,6,530,1158,20,0
9,3,550,553,19,1
3,7,530,537,18,0
3,1,550,1448,11,0
7,0,550,555,12,0
10,9,550,696,9,1
3,9,530,1300,19,1
2,11,500,871,5,1
7,4,550,947,13,1
10,10,500,400,6,1
6,7,550,1406,15,1
9,7,500,210,9,1
8,2,530,1037,19,1
6,11,550,358,3,0
7,12,550,1462,12,1
0,0,530,694,2,1
9,10,500,409,8,1
8,3,500,990,16,0
8,12,530,458,19,0
8,8,530,756,13,1
9,9,500,260,12,1
2,5,500,823,2,1
6,2,530,1358,18,0
2,10,530,894,4,0
3,9,500,1149,5,1
9,7,550,1548,14,1
0,4,500,226,15,0
4,3,530,362,9,1
1,12,550,1231,8,1
6,12,530,362,15,1
5,8,550,721,10,1
9,2,530,530,18,1
4,11,500,1159,17,1
1,3,550,1116,5,0
4,8,500,480,14,0
4,11,530,248,9,0
8,9,550,733,16,1
6,1,500,998,1,1
8,4,500,1359,19,1
8,0,550,802,18,0
3,1,500,827,5,0
5,8,500,1300,20,0
5,10,550,1517,7,0
0,10,500,648,2,0
4,8,500,1014,7,0
5,1,550,862,4,1
5,7,550,1277,1,1
8,11,530,1391,18,1
5,6,530,957,10,1
9,8,530,439,12,1
8,7,500,973,1,1
3,12,530,705,8,0
0,12,550,651,18,0
10,6,530,1370,4,1
0,2,530,1387,18,1
10,12,530,604,11,0
7,3,530,1146,1,0
7,2,500,1051,16,0
0,10,550,313,16,0
6,6,530,1235,11,1
1,11,500,1206,12,0
2,11,500,1254,13,1
1,0,530,525,17,0
8,5,550,464,13,0
6,6,530,848,14,1
0,7,500,902,2,0
5,9,530,429,5,0
4,8,530,1244,12,0
4,10,550,776,12,1
0,2,500,653,10,1
10,0,530,312,2,0
3,12,500,1462,10,1
9,1,500,494,11,0
0,10,530,371,14,0
10,5,550,1201,2,1
2,6,550,1128,5,0
3,6,550,555,14,1
9,11,530,371,9,1
4,0,500,1152,20,0
9,11,550,703,11,1
10,7,500,401,2,1
0,10,530,1002,16,0
1,8,500,527,20,1
9,6,530,1192,18,1
4,1,500,484,9,1
6,6,530,365,18,0
1,0,500,983,10,0
10,7,550,622,19,0
7,7,550,1410,17,1
7,11,550,575,16,1
4,6,500,1398,17,1
5,10,530,824,7,1
1,3,550,862,14,1
6,11,530,958,14,1
8,11,530,1270,20,1
3,12,530,1128,19,1
8,7,550,1103,13,1
9,0,530,938,9,0
3,6,530,1424,4,0
8,6,550,1360,5,1
5,2,500,1026,16,1
7,12,500,1486,5,1
5,7,530,499,11,1
1,11,500,366,12,0
1,2,500,851,16,1
0,3,530,541,9,0
4,0,500,553,2,1
6,3,500,1115,11,1
2,10,530,725,3,0
0,3,550,382,2,1
4,2,550,552,16,1
2,1,500,240,8,0
5,4,500,789,7,1
0,2,530,282,10,1
1,0,550,407,19,1
6,7,500,1244,7,1
0,7,550,534,20,0
3,9,530,349,1,1
8,4,500,1366,15,0
6,11,550,888,9,1
7,11,500,551,19,0
9,1,530,1346,6,0
5,3,500,510,8,0
1,0,530,1411,20,0
9,6,550,363,2,1
0,4,500,411,13,1
5,7,500,719,14,1
9,5,530,707,16,1
8,9,530,551,13,1
1,5,500,599,4,0
0,5,500,396,5,0
3,8,550,1294,6,1
